SNR_152	23:57:50.1	−32:35:44.8	151.1 ± 0.4	–	−0.59 ± 0.00	−0.55 ± 0.00	–	1.68	n	y	n	n	n	27.78 ± 0.60
SNR_153	23:57:50.1	−32:35:32.6	10.0 ± 0.1	–	−0.56 ± 0.01	−0.63 ± 0.02	–	1.23	n	y	n	n	n	23.34 ± 0.60
SNR_154	23:57:50.2	−32:35:12.9	3.9 ± 0.1	–	−0.54 ± 0.02	−0.76 ± 0.03	–	1.01	n	y	n	n	n	26.25 ± 0.69
SNR_155	23:57:50.2	−32:35:03.8	28.9 ± 0.2	–	−0.53 ± 0.01	−0.58 ± 0.01	–	1.68	n	y	n	n	n	27.94 ± 0.72
SNR_156	23:57:50.3	−32:34:57.6	6.9 ± 0.1	2.39 ± 0.04	−0.44 ± 0.01	−0.51 ± 0.01	0.66 ± 0.02	1.26	n	y	y	y	y	25.89 ± 0.77
SNR_157	23:57:50.3	−32:35:23.3	11.0 ± 0.1	–	−0.62 ± 0.01	−0.69 ± 0.02	–	1.51	n	y	n	n	n	24.36 ± 0.63
SNR_158	23:57:50.4	−32:35:16.4	4.8 ± 0.1	–	−0.57 ± 0.02	−0.73 ± 0.02	–	1.26	n	y	n	n	n	25.99 ± 0.69
SNR_159	23:57:50.4	−32:35:10.5	54.1 ± 0.2	–	−0.62 ± 0.00	−0.64 ± 0.01	–	2.00	n	y	n	n	n	22.93 ± 0.60
SNR_160	23:57:50.6	−32:35:31.6	25.9 ± 0.2	9.05 ± 0.10	−0.53 ± 0.01	−0.65 ± 0.01	0.20 ± 0.02	1.53	n	y	y	y	y	20.03 ± 0.47
SNR_161	23:57:50.7	−32:35:25.6	209.0 ± 0.3	–	−0.55 ± 0.00	−0.54 ± 0.00	–	2.00	n	y	n	n	n	24.30 ± 0.51
SNR_162	23:57:50.7	−32:35:29.0	94.6 ± 0.3	–	−0.66 ± 0.00	−0.56 ± 0.00	–	1.54	n	y	n	n	n	21.83 ± 0.46
SNR_163	23:57:50.8	−32:35:18.0	23.1 ± 0.2	8.03 ± 0.14	−0.17 ± 0.01	−0.47 ± 0.01	0.02 ± 0.02	2.22	y	y	y	y	y	26.65 ± 0.64
SNR_164	23:57:50.9	−32:35:35.1	8.4 ± 0.2	3.49 ± 0.10	−0.43 ± 0.02	−0.49 ± 0.03	0.11 ± 0.04	2.00	n	y	y	y	y	24.67 ± 0.61
SNR_165	23:57:50.9	−32:35:46.1	18.0 ± 0.1	–	−0.56 ± 0.01	−0.71 ± 0.01	–	1.47	n	y	n	n	n	24.79 ± 0.55
SNR_166	23:57:50.9	−32:35:49.9	91.4 ± 0.3	–	−0.66 ± 0.00	−0.58 ± 0.00	–	1.85	n	y	n	n	n	24.80 ± 0.53
SNR_167	23:57:51.0	−32:35:48.2	13.7 ± 0.1	–	−0.55 ± 0.01	−0.58 ± 0.01	–	0.95	n	y	n	n	n	24.23 ± 0.56
SNR_168	23:57:51.2	−32:35:27.7	63.8 ± 3.5	20.90 ± 4.40	−0.29 ± 0.07	−0.62 ± 0.08	0.16 ± 0.28	1.53	y	y	y	y	y	27.86 ± 0.70
SNR_169	23:57:51.3	−32:34:56.6	6.8 ± 0.1	2.87 ± 0.07	−0.39 ± 0.02	−0.43 ± 0.02	0.18 ± 0.03	1.28	y	y	y	y	y	23.79 ± 0.55
SNR_170	23:57:51.3	−32:35:09.3	38.7 ± 0.2	–	−0.32 ± 0.01	−0.50 ± 0.01	–	2.00	y	y	n	n	n	24.56 ± 0.56
SNR_171	23:57:51.3	−32:35:39.6	87.6 ± 0.3	31.05 ± 0.14	−0.72 ± 0.00	−0.46 ± 0.00	0.37 ± 0.01	2.00	n	n	y	y	y	24.13 ± 0.49
SNR_172	23:57:51.4	−32:35:23.6	106.5 ± 0.3	–	−0.47 ± 0.00	−0.63 ± 0.00	–	2.58	n	y	n	n	n	27.04 ± 0.58
SNR_173	23:57:51.4	−32:35:26.6	17.7 ± 0.1	6.16 ± 0.15	−0.59 ± 0.01	−0.53 ± 0.01	−0.01 ± 0.03	0.91	n	y	n	n	y	25.64 ± 0.52
SNR_174	23:57:51.5	−32:35:40.6	134.8 ± 0.3	46.91 ± 0.17	−0.77 ± 0.00	−0.59 ± 0.00	0.26 ± 0.01	2.00	n	n	y	y	n	24.05 ± 0.46
SNR_175	23:57:51.6	−32:35:08.1	5.1 ± 0.1	–	−0.37 ± 0.03	−0.77 ± 0.04	–	1.16	y	y	n	n	n	26.53 ± 0.63
SNR_176	23:57:51.8	−32:35:33.1	15.4 ± 0.2	–	−0.61 ± 0.02	−0.68 ± 0.02	–	2.00	n	y	n	n	n	23.01 ± 0.50
SNR_177	23:57:51.8	−32:35:12.6	39.9 ± 0.2	–	−0.60 ± 0.01	−0.74 ± 0.01	–	1.24	n	y	n	n	n	24.60 ± 0.53
SNR_178	23:57:52.1	−32:35:26.2	19.4 ± 0.2	–	−0.48 ± 0.01	−0.64 ± 0.01	–	1.52	n	y	n	n	n	20.77 ± 0.43
SNR_179	23:57:52.2	−32:34:58.9	15.5 ± 0.1	–	−0.60 ± 0.01	−0.74 ± 0.01	–	2.26	n	y	n	n	n	24.69 ± 0.60
SNR_180	23:57:52.2	−32:35:04.1	13.2 ± 0.1	5.18 ± 0.05	−0.37 ± 0.01	−0.48 ± 0.01	0.05 ± 0.01	1.40	y	y	y	y	y	26.10 ± 0.61
SNR_181	23:57:52.3	−32:35:31.9	5.7 ± 0.1	–	−0.54 ± 0.02	−0.60 ± 0.02	–	1.04	n	y	n	n	n	23.51 ± 0.52
SNR_182	23:57:52.3	−32:35:05.2	5.5 ± 0.1	–	−0.54 ± 0.01	−0.63 ± 0.02	–	1.03	n	y	n	n	n	21.25 ± 0.46
SNR_183	23:57:52.4	−32:35:03.4	1.7 ± 0.1	–	−0.70 ± 0.04	−1.31 ± 0.04	–	0.78	n	y	n	n	n	33.01 ± 1.26
SNR_184	23:57:52.5	−32:35:33.3	21.6 ± 0.3	–	−0.54 ± 0.02	−0.70 ± 0.02	–	1.51	n	y	n	n	n	23.00 ± 0.49
SNR_185	23:57:52.5	−32:35:06.1	13.7 ± 0.1	–	−0.45 ± 0.01	−0.67 ± 0.01	–	1.21	n	y	n	n	n	22.34 ± 0.51
SNR_186	23:57:52.6	−32:35:41.5	7.9 ± 0.1	–	−0.52 ± 0.01	−0.75 ± 0.01	–	1.31	n	y	n	n	n	26.28 ± 0.61
SNR_187	23:57:52.7	−32:35:09.7	13.3 ± 0.2	4.65 ± 0.10	0.02 ± 0.02	−0.41 ± 0.02	0.03 ± 0.03	2.49	y	y	y	y	y	28.46 ± 0.71
SNR_188	23:57:53.0	−32:35:13.2	166.1 ± 0.2	–	−0.54 ± 0.00	−0.54 ± 0.00	–	2.00	n	y	n	n	n	24.84 ± 0.45
SNR_189	23:57:53.1	−32:35:19.9	12.6 ± 0.1	–	−0.61 ± 0.01	−0.59 ± 0.01	–	0.82	n	y	n	n	n	18.17 ± 0.40
SNR_190	23:57:53.1	−32:35:17.0	24.3 ± 0.1	–	−0.60 ± 0.01	−0.63 ± 0.01	–	1.26	n	y	n	n	n	18.97 ± 0.42
SNR_191	23:57:53.2	−32:35:19.0	15.6 ± 0.1	–	−0.61 ± 0.01	−0.58 ± 0.01	–	0.79	n	y	n	n	n	18.38 ± 0.38
SNR_192	23:57:53.3	−32:35:05.2	34.0 ± 0.1	–	−0.65 ± 0.00	−0.58 ± 0.00	–	1.66	n	y	n	n	n	23.85 ± 0.50
SNR_193	23:57:53.5	−32:35:13.5	17.8 ± 0.2	–	−0.55 ± 0.01	−0.62 ± 0.01	–	2.00	n	y	n	n	n	23.61 ± 0.54
SNR_194	23:57:53.5	−32:35:48.4	27.5 ± 0.2	–	−0.55 ± 0.01	−0.58 ± 0.01	–	1.16	n	y	n	n	n	27.05 ± 0.51
SNR_195	23:57:53.5	−32:35:36.6	28.6 ± 0.1	–	−0.59 ± 0.01	−0.57 ± 0.01	–	1.35	n	y	n	n	n	26.14 ± 0.53
SNR_196	23:57:53.6	−32:34:53.6	73.2 ± 0.2	–	−0.58 ± 0.00	−0.64 ± 0.00	–	2.03	n	y	n	n	n	28.58 ± 0.60
SNR_197	23:57:53.7	−32:35:45.8	57.9 ± 0.2	–	−0.66 ± 0.00	−0.61 ± 0.01	–	0.83	n	y	n	n	n	29.41 ± 0.52
SNR_198	23:57:53.7	−32:35:15.8	17.6 ± 0.2	–	−0.32 ± 0.01	−0.50 ± 0.01	–	2.00	y	y	n	n	n	27.66 ± 0.58
SNR_199	23:57:53.7	−32:35:41.2	95.4 ± 0.3	–	−0.48 ± 0.00	−0.67 ± 0.00	–	2.00	n	y	n	n	n	26.57 ± 0.49
SNR_200	23:57:54.2	−32:35:44.9	30.5 ± 0.2	–	−0.57 ± 0.01	−0.70 ± 0.01	–	1.30	n	y	n	n	n	29.31 ± 0.61
SNR_201	23:57:54.2	−32:35:48.1	9.8 ± 0.2	–	−0.39 ± 0.02	−0.33 ± 0.03	–	1.45	y	y	n	n	n	32.72 ± 0.74
SNR_202	23:57:54.2	−32:35:16.2	6.3 ± 0.1	–	−0.51 ± 0.02	−0.58 ± 0.02	–	1.36	n	y	n	n	n	25.95 ± 0.53
SNR_203	23:57:54.3	−32:35:18.3	17.0 ± 0.1	–	−0.41 ± 0.01	−0.66 ± 0.01	–	2.00	n	y	n	n	n	25.45 ± 0.54
SNR_204	23:57:54.3	−32:35:24.9	16.2 ± 0.1	6.13 ± 0.06	−0.42 ± 0.01	−0.56 ± 0.01	−0.14 ± 0.01	1.39	n	y	y	n	y	23.37 ± 0.53
SNR_205	23:57:54.4	−32:35:31.7	45.2 ± 0.2	–	−0.54 ± 0.01	−0.60 ± 0.01	–	1.40	n	y	n	n	n	24.81 ± 0.46
SNR_206	23:57:54.5	−32:35:12.3	18.4 ± 0.1	6.48 ± 0.06	0.08 ± 0.01	−0.32 ± 0.01	0.20 ± 0.01	1.52	y	y	y	y	y	47.66 ± 5.05
SNR_207	23:57:54.6	−32:35:44.0	88.8 ± 0.3	–	−0.57 ± 0.00	−0.65 ± 0.00	–	2.00	n	y	n	n	n	31.48 ± 0.64
SNR_208	23:57:54.6	−32:35:14.9	4.6 ± 0.1	–	−0.57 ± 0.02	−0.64 ± 0.02	–	1.11	n	y	n	n	n	28.02 ± 0.61
SNR_209	23:57:54.8	−32:34:58.5	4.8 ± 0.1	–	−0.42 ± 0.03	−0.72 ± 0.03	–	1.11	n	y	n	n	n	33.27 ± 0.94
SNR_210	23:57:54.8	−32:35:03.6	19.4 ± 0.3	–	−0.48 ± 0.02	−0.86 ± 0.02	–	1.52	n	y	n	n	n	31.56 ± 0.88
SNR_211	23:57:54.8	−32:35:50.5	15.1 ± 0.2	–	−0.41 ± 0.02	−0.55 ± 0.02	–	1.67	n	y	n	n	n	32.46 ± 0.81
SNR_212	23:57:54.9	−32:35:12.0	13.2 ± 0.1	–	−0.44 ± 0.01	−0.60 ± 0.01	–	1.43	n	y	n	n	n	28.14 ± 0.75
SNR_213	23:57:55.2	−32:35:01.6	6.9 ± 0.1	2.77 ± 0.07	−0.34 ± 0.02	−0.68 ± 0.02	−0.14 ± 0.04	1.34	y	y	y	n	y	29.31 ± 0.82
SNR_214	23:57:55.3	−32:35:04.4	3.7 ± 0.1	–	−0.33 ± 0.04	−0.71 ± 0.05	–	1.30	y	y	n	n	n	27.35 ± 0.71
SNR_215	23:57:55.4	−32:35:48.9	2.9 ± 0.1	1.11 ± 0.06	0.01 ± 0.04	−0.52 ± 0.05	−0.09 ± 0.08	1.21	y	y	y	n	y	33.64 ± 1.02
SNR_216	23:57:55.5	−32:35:51.5	7.5 ± 0.2	2.59 ± 0.11	−0.11 ± 0.03	−0.40 ± 0.03	0.18 ± 0.06	1.45	y	y	y	y	y	37.25 ± 1.15
SNR_217	23:57:55.5	−32:35:37.3	5.5 ± 0.2	–	−0.61 ± 0.06	−0.68 ± 0.06	–	1.25	n	y	n	n	n	28.52 ± 0.65
SNR_218	23:57:55.5	−32:35:44.6	69.0 ± 0.3	24.12 ± 0.15	−0.58 ± 0.00	−0.66 ± 0.01	0.43 ± 0.01	2.13	n	y	y	y	y	27.50 ± 0.57
SNR_219	23:57:55.6	−32:35:48.0	3.9 ± 0.1	–	−0.61 ± 0.04	−0.66 ± 0.05	–	1.00	n	y	n	n	n	26.87 ± 0.71
SNR_220	23:57:55.7	−32:35:30.7	2.0 ± 0.1	–	−0.49 ± 0.05	−0.62 ± 0.06	–	1.00	n	y	n	n	n	28.70 ± 0.81
SNR_221	23:57:55.7	−32:35:47.8	8.4 ± 0.3	–	−0.58 ± 0.05	−0.74 ± 0.05	–	1.00	n	y	n	n	n	27.99 ± 0.57
SNR_222	23:57:55.8	−32:35:23.5	28.0 ± 0.2	10.18 ± 0.11	−0.57 ± 0.01	−0.63 ± 0.01	0.01 ± 0.01	1.84	n	y	y	n	n	25.49 ± 0.48
SNR_223	23:57:55.9	−32:35:49.4	3.5 ± 0.1	–	−0.62 ± 0.03	−0.73 ± 0.03	–	1.00	n	y	n	n	n	25.82 ± 0.61
SNR_224	23:57:55.9	−32:35:30.4	5.0 ± 0.2	–	−0.52 ± 0.05	−0.56 ± 0.06	–	1.00	n	y	n	n	n	25.19 ± 0.68
SNR_225	23:57:56.4	−32:35:25.9	17.5 ± 0.2	–	−0.36 ± 0.01	−0.65 ± 0.01	–	1.77	y	y	n	n	n	22.50 ± 0.52
SNR_226	23:57:57.1	−32:34:56.0	5.0 ± 0.2	2.08 ± 0.10	0.11 ± 0.04	−0.27 ± 0.04	0.77 ± 0.06	1.75	y	y	y	y	y	48.09 ± 13.84
SNR_227	23:57:57.2	−32:35:51.8	40.3 ± 0.2	–	−0.57 ± 0.01	−0.67 ± 0.01	–	1.50	n	y	n	n	n	27.15 ± 0.43
SNR_228	23:57:57.5	−32:35:39.2	44.6 ± 0.2	–	−0.64 ± 0.01	−0.62 ± 0.01	–	1.76	n	y	n	n	n	27.81 ± 0.45
SNR_229	23:57:57.7	−32:35:47.2	4.9 ± 0.1	1.74 ± 0.06	−0.33 ± 0.03	−0.46 ± 0.03	0.64 ± 0.04	1.00	y	y	y	y	y	30.27 ± 0.56
SNR_230	23:57:57.8	−32:35:45.8	3.8 ± 0.1	–	−0.46 ± 0.03	−0.92 ± 0.03	–	0.86	n	y	n	n	n	28.98 ± 0.59
SNR_231	23:57:57.9	−32:35:20.5	4.4 ± 0.1	–	−0.48 ± 0.02	−0.65 ± 0.03	–	1.00	n	y	n	n	n	23.06 ± 0.58
SNR_232	23:57:58.1	−32:35:41.5	59.1 ± 0.3	20.79 ± 0.16	−0.69 ± 0.01	−0.75 ± 0.01	0.40 ± 0.01	2.01	n	n	y	y	y	25.70 ± 0.43
SNR_233	23:57:58.4	−32:35:23.4	102.7 ± 0.3	39.96 ± 0.20	−0.33 ± 0.00	−0.59 ± 0.00	−0.27 ± 0.01	2.30	y	y	y	n	y	34.09 ± 0.72
SNR_234	23:57:58.5	−32:35:42.9	134.3 ± 0.5	–	−0.58 ± 0.00	−0.65 ± 0.01	–	2.05	n	y	n	n	n	26.53 ± 0.40
SNR_235	23:57:58.5	−32:35:16.7	3.6 ± 0.1	1.24 ± 0.08	−0.39 ± 0.04	−0.47 ± 0.05	0.38 ± 0.09	1.00	y	y	y	y	y	28.64 ± 0.91
SNR_236	23:57:58.6	−32:35:27.6	22.6 ± 0.2	–	−0.56 ± 0.01	−0.67 ± 0.01	–	1.57	n	y	n	n	n	23.79 ± 0.43
SNR_237	23:57:58.9	−32:35:32.4	47.6 ± 0.5	–	−0.55 ± 0.01	−0.74 ± 0.02	–	2.04	n	y	n	n	n	29.63 ± 0.58
SNR_238	23:57:59.0	−32:35:18.8	7.2 ± 0.1	2.65 ± 0.06	−0.68 ± 0.02	−0.89 ± 0.02	0.38 ± 0.03	1.00	n	n	y	y	y	37.89 ± 1.13
